MES;DIA;HORA;PROVINCIA;CANTON;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
JULIO;LUNES;13:00 A 13:59;AZUAY;CUENCA;URBANA;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;LUNES;18:00 A 18:59;AZUAY;CUENCA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;LUNES;17:00 A 17:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;DAÑOS MECÁNICOS
JULIO;MARTES;09:00 A 09:59;SUCUMBÍOS;LAGO AGRIO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;10:00 A 10:59;TUNGURAHUA;BAÑOS DE AGUA SANTA;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;13:00 A 13:59;TUNGURAHUA;BAÑOS DE AGUA SANTA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;17:00 A 17:59;TUNGURAHUA;QUERO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;10:00 A 10:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;06:00 A 06:59;CAÑAR;CAÑAR;RURAL;0;2;2;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;21:00 A 21:59;CAÑAR;CAÑAR;RURAL;1;1;2;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;12:00 A 12:59;PICHINCHA;MEJIA;RURAL;0;2;2;ESTRELLAMIENTOS;IMPRUDENCIA  DEL PEATÓN
JULIO;MARTES;09:00 A 09:59;IMBABURA;OTAVALO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;12:00 A 12:59;EL ORO;EL GUABO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;21:00 A 21:59;GUAYAS;NARANJAL;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MARTES;16:00 A 16:59;EL ORO;ARENILLAS;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MARTES;18:00 A 18:59;SANTA ELENA;LA LIBERTAD;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;14:00 A 14:59;GUAYAS;PEDRO CARBO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;15:00 A 15:59;EL ORO;PASAJE;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MARTES;17:00 A 17:59;GUAYAS;PLAYAS;RURAL;0;0;0;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;22:00 A 22:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;17:00 A 17:59;GUAYAS;MILAGRO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;15:00 A 15:59;SANTA ELENA;SALINAS;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;11:00 A 11:59;GUAYAS;DAULE;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;03:00 A 03:59;LOS RÍOS;BUENA FE;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MARTES;05:00 A 05:59;GUAYAS;MILAGRO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;06:00 A 06:59;LOS RÍOS;BUENA FE;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;05:00 A 05:59;MANABÍ;CHONE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;01:00 A 01:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
JULIO;MARTES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
JULIO;MARTES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
JULIO;MARTES;06:00 A 06:59;GUAYAS;GUAYAQUIL;URBANA;0;5;5;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MARTES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;ESTRELLAMIENTOS;EXCESO VELOCIDAD
JULIO;MARTES;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
JULIO;MARTES;11:00 A 11:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MARTES;12:00 A 12:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
JULIO;MARTES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MARTES;13:00 A 13:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MARTES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;1;2;3;CHOQUES;EXCESO VELOCIDAD
JULIO;MARTES;17:00 A 17:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MARTES;21:00 A 21:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MARTES;21:00 A 21:59;GUAYAS;GUAYAQUIL;URBANA;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MARTES;18:00 A 18:59;PICHINCHA;PEDRO MONCAYO;RURAL;2;0;2;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
JULIO;MARTES;08:00 A 08:59;TUNGURAHUA;AMBATO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;10:00 A 10:59;IMBABURA;SAN MIGUEL DE URCUQUI;RURAL;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;16:00 A 16:59;LOJA;LOJA;URBANA;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;05:00 A 05:59;LOJA;LOJA;URBANA;1;0;1;ATROPELLOS;EXCESO VELOCIDAD
JULIO;MARTES;07:00 A 07:59;TUNGURAHUA;AMBATO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MARTES;12:00 A 12:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;19:00 A 19:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;3;3;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;16:00 A 16:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;15:00 A 15:59;TUNGURAHUA;AMBATO;URBANA;0;0;0;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;23:00 A 23:59;MANABÍ;PORTOVIEJO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MARTES;06:00 A 06:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
JULIO;MARTES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;08:00 A 08:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
JULIO;MARTES;08:00 A 08:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
JULIO;MARTES;18:00 A 18:59;IMBABURA;OTAVALO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;11:00 A 11:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;18:00 A 18:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;19:00 A 19:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
JULIO;MARTES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
JULIO;MARTES;01:00 A 01:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL ESTADO DE LA VÍA
JULIO;MARTES;19:00 A 19:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;EXCESO VELOCIDAD
JULIO;MARTES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;ESTRELLAMIENTOS;MAL ESTADO DE LA VÍA
JULIO;MARTES;13:00 A 13:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;OTROS;EXCESO VELOCIDAD
JULIO;MARTES;06:00 A 06:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MARTES;14:00 A 14:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;OTRAS CAUSAS
JULIO;MARTES;14:00 A 14:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MARTES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
JULIO;MARTES;19:00 A 19:59;AZUAY;CUENCA;URBANA;0;1;1;ATROPELLOS;EMBRIAGUEZ O DROGA
JULIO;MARTES;09:00 A 09:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;CHOQUES;EXCESO VELOCIDAD
JULIO;MARTES;16:00 A 16:59;TUNGURAHUA;AMBATO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;00:00 A 00:59;PICHINCHA;MEJIA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;04:00 A 04:59;TUNGURAHUA;AMBATO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;06:00 A 06:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;0;1;PÉRDIDA DE PISTA;FACTORES CLIMÁTICOS
JULIO;MIÉRCOLES;11:00 A 11:59;MANABÍ;PEDERNALES;RURAL;0;1;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;07:00 A 07:59;TUNGURAHUA;QUERO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;17:00 A 17:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;23:00 A 23:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;1;2;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;12:00 A 12:59;GUAYAS;NARANJAL;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;23:00 A 23:59;GUAYAS;NARANJAL;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;15:00 A 15:59;GUAYAS;DURAN;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;14:00 A 14:59;GUAYAS;DAULE;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;15:00 A 15:59;SANTA ELENA;LA LIBERTAD;URBANA;0;2;2;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;13:00 A 13:59;MANABÍ;PORTOVIEJO;RURAL;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;13:00 A 13:59;LOS RÍOS;BABAHOYO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;09:00 A 09:59;GUAYAS;SAMBORONDON;URBANA;0;1;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;12:00 A 12:59;SANTA ELENA;SANTA ELENA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;12:00 A 12:59;GUAYAS;MILAGRO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;12:00 A 12:59;GUAYAS;MILAGRO;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;00:00 A 00:59;AZUAY;CAMILO PONCE ENRIQUEZ;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;09:00 A 09:59;GUAYAS;DURAN;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;07:00 A 07:59;GUAYAS;MILAGRO;URBANA;0;3;3;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;05:00 A 05:59;GUAYAS;NOBOL;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;08:00 A 08:59;LOS RÍOS;MONTALVO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;00:00 A 00:59;GUAYAS;GUAYAQUIL;URBANA;0;6;6;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;09:00 A 09:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;09:00 A 09:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;11:00 A 11:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;15:00 A 15:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MIÉRCOLES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MIÉRCOLES;13:00 A 13:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MIÉRCOLES;10:00 A 10:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MIÉRCOLES;13:00 A 13:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
JULIO;MIÉRCOLES;14:00 A 14:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
JULIO;MIÉRCOLES;16:00 A 16:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
JULIO;MIÉRCOLES;19:00 A 19:59;GUAYAS;GUAYAQUIL;URBANA;1;1;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;MIÉRCOLES;21:00 A 21:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
JULIO;MIÉRCOLES;22:00 A 22:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;ESTRELLAMIENTOS;EMBRIAGUEZ O DROGA
JULIO;MIÉRCOLES;08:00 A 08:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;15:00 A 15:59;LOJA;LOJA;URBANA;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;19:00 A 19:59;LOJA;LOJA;URBANA;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;22:00 A 22:59;MANABÍ;PORTOVIEJO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;13:00 A 13:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;11:00 A 11:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;CHOQUES;EXCESO VELOCIDAD
JULIO;MIÉRCOLES;11:00 A 11:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;17:00 A 17:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
JULIO;MIÉRCOLES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
JULIO;MIÉRCOLES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;DAÑOS MECÁNICOS
JULIO;MIÉRCOLES;09:00 A 09:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;FACTORES CLIMÁTICOS
JULIO;MIÉRCOLES;10:00 A 10:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;OTROS;FACTORES CLIMÁTICOS
JULIO;MIÉRCOLES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
JULIO;MIÉRCOLES;13:00 A 13:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;2;2;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
JULIO;MIÉRCOLES;15:00 A 15:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;2;2;CHOQUES;EXCESO VELOCIDAD
JULIO;MIÉRCOLES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
JULIO;MIÉRCOLES;22:00 A 22:59;TUNGURAHUA;AMBATO;URBANA;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;MIÉRCOLES;21:00 A 21:59;AZUAY;CUENCA;URBANA;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
JULIO;MIÉRCOLES;07:00 A 07:59;LOS RÍOS;BABAHOYO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;MIÉRCOLES;19:00 A 19:59;LOS RÍOS;BABAHOYO;URBANA;0;0;0;ESTRELLAMIENTOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
JULIO;JUEVES;18:00 A 18:59;ESMERALDAS;QUININDE;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;09:00 A 09:59;LOS RÍOS;QUEVEDO;URBANA;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;13:00 A 13:59;NAPO;TENA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;20:00 A 20:59;GUAYAS;SALITRE;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;20:00 A 20:59;GUAYAS;GENERAL  ANTONIO ELIZALDE;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
JULIO;JUEVES;14:00 A 14:59;MANABÍ;MONTECRISTI;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
JULIO;JUEVES;15:00 A 15:59;LOS RÍOS;QUEVEDO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;17:00 A 17:59;AZUAY;CUENCA;RURAL;0;0;0;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
JULIO;JUEVES;17:00 A 17:59;EL ORO;MACHALA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;13:00 A 13:59;GUAYAS;GUAYAQUIL;RURAL;0;2;2;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;10:00 A 10:59;GUAYAS;DURAN;URBANA;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;04:00 A 04:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;07:00 A 07:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;6;6;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;07:00 A 07:59;GUAYAS;GENERAL  ANTONIO ELIZALDE;RURAL;1;0;1;PÉRDIDA DE PISTA;MAL REBASAMIENTO INVADIR CARRIL
JULIO;JUEVES;07:00 A 07:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;07:00 A 07:59;MANABÍ;ROCAFUERTE;RURAL;0;4;4;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;06:00 A 06:59;SANTA ELENA;LA LIBERTAD;URBANA;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;07:00 A 07:59;GUAYAS;DURAN;URBANA;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;00:00 A 00:59;GUAYAS;SAMBORONDON;URBANA;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
JULIO;JUEVES;01:00 A 01:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
JULIO;JUEVES;04:00 A 04:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;JUEVES;03:00 A 03:59;GUAYAS;GUAYAQUIL;URBANA;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
JULIO;JUEVES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;ATROPELLOS;EXCESO VELOCIDAD
JULIO;JUEVES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
JULIO;JUEVES;08:00 A 08:59;GUAYAS;GUAYAQUIL;URBANA;0;1;1;CHOQUES;EXCESO VELOCIDAD
JULIO;JUEVES;07:00 A 07:59;GUAYAS;GUAYAQUIL;URBANA;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
